id;average_length;average_weight;habitat;ph_of_water;color;Gender;life_span
1601;12.25 inches;10.3 kg;lakes;6.3;Calico;TRUE;27 years
1602;9.63 inches;17.91 kg;slowmovingwaters;6.9;White;TRUE;18.4 years
1603;16.57 inches;4.55 kg;idlewater;6.3;Yellow;FALSE;5.8 years
1604;17.25 inches;18.47 kg;ponds;7;Reddish_Orange;TRUE;1.7 years
1605;10.02 inches;11.07 kg;idlewater;6.7;Orange;FALSE;14.2 years
1606;3.3 inches;13.34 kg;rivers;7.6;Orange;FALSE;9.7 years
1607;1.26 inches;16.32 kg;rivers;6.4;Black_and_Orange;TRUE;12.9 years
1608;9.29 inches;13.48 kg;ponds;6.9;Red_and_Silver;FALSE;17.5 years
1609;9 inches;6.21 kg;ponds;7;Red_and_White_Bi_Color;FALSE;5.3 years
1610;7.71 inches;7.51 kg;lakes;7.6;Green_and_Chocolate;TRUE;23.4 years
1611;8.98 inches;2.82 kg;idlewater;7.8;Orange;FALSE;17.4 years
1612;8.85 inches;8.08 kg;ponds;7.4;Red_and_Silver;FALSE;14.8 years
1613;16.11 inches;15.89 kg;idlewater;6.6;Green_and_Chocolate;FALSE;6 years
1614;7.04 inches;4.38 kg;lakes;7.6;Green_and_Chocolate;FALSE;5.8 years
1615;3.57 inches;4.96 kg;slowmovingwaters;6.9;Red_and_Silver;FALSE;5 years
1616;7.38 inches;16.61 kg;ponds;6.8;Black_and_Orange;TRUE;11.9 years
1617;1.81 inches;2.24 kg;lakes;7.1;White;FALSE;4.4 years
1618;13.7 inches;2.59 kg;lakes;6.4;Calico;TRUE;15.9 years
1619;10.71 inches;18.02 kg;rivers;7.9;Red_and_Silver;FALSE;13.9 years
1620;14.85 inches;11.21 kg;idlewater;6.7;White;FALSE;22.4 years
1621;5.82 inches;7.74 kg;ponds;7.8;Red_and_White_Bi_Color;TRUE;18.1 years
1622;5.37 inches;16.09 kg;slowmovingwaters;8;Calico;FALSE;26 years
1623;3.43 inches;14.24 kg;ponds;7.8;White;TRUE;25.8 years
1624;10.51 inches;17.43 kg;lakes;6.4;Orange;TRUE;9.3 years
1625;6.45 inches;7.31 kg;lakes;6.7;Black_and_Orange;FALSE;26.8 years
1626;9.2 inches;4.6 kg;idlewater;7.7;Black_and_Orange;TRUE;4.5 years
1627;14.7 inches;7.71 kg;lakes;6.5;Yellow;TRUE;24.8 years
1628;5.95 inches;18.3 kg;slowmovingwaters;7.8;White;TRUE;4.7 years
1629;2.23 inches;7.84 kg;ponds;7.4;Red_and_Silver;TRUE;5.1 years
1630;4.39 inches;7.44 kg;idlewater;7;Orange;FALSE;16.9 years
1631;13.96 inches;13.8 kg;ponds;7.5;Yellow;TRUE;25.8 years
1632;13.29 inches;13.4 kg;ponds;6.4;Yellow;FALSE;1.5 years
1633;10.88 inches;14.12 kg;rivers;6.8;Reddish_Orange;TRUE;14.3 years
1634;5.94 inches;5.43 kg;slowmovingwaters;7.7;Yellow;FALSE;21.6 years
1635;14.73 inches;11.86 kg;lakes;6.3;White;FALSE;7.8 years
1636;13.18 inches;6.84 kg;rivers;6.9;Orange;TRUE;1.4 years
1637;17.19 inches;15.88 kg;ponds;7.1;Calico;FALSE;9.8 years
1638;2.96 inches;4.1 kg;lakes;7.2;Red_and_White_Bi_Color;TRUE;1.1 years
1639;12.34 inches;9.53 kg;lakes;7.4;Green_and_Chocolate;TRUE;26.3 years
1640;19.67 inches;16.93 kg;ponds;6.3;Yellow;FALSE;4.4 years
1641;3.01 inches;15.65 kg;slowmovingwaters;7.4;Green_and_Chocolate;FALSE;22.7 years
1642;10.94 inches;9.83 kg;ponds;6.4;Black_and_Orange;FALSE;18.9 years
1643;12.59 inches;9.25 kg;ponds;6;Orange;TRUE;14.8 years
1644;19.58 inches;2.21 kg;ponds;7.1;Calico;TRUE;21.3 years
1645;5.91 inches;8.75 kg;ponds;7.3;Calico;TRUE;19 years
1646;5.36 inches;5.53 kg;slowmovingwaters;7.2;Red_and_White_Bi_Color;TRUE;8 years
1647;8.21 inches;5.21 kg;lakes;7.3;Calico;FALSE;12 years
1648;16.65 inches;18.4 kg;slowmovingwaters;6.3;Red_and_White_Bi_Color;TRUE;16.9 years
1649;1.48 inches;8.2 kg;lakes;7.4;White;FALSE;1.4 years
1650;2.58 inches;8.99 kg;lakes;7.5;Reddish_Orange;TRUE;27.1 years
1651;4.76 inches;3.2 kg;lakes;6.2;Black_and_Orange;TRUE;7.1 years
1652;1.62 inches;2.96 kg;idlewater;7.1;Black_and_Orange;TRUE;5.2 years
1653;11.91 inches;10.44 kg;idlewater;7.8;Yellow;FALSE;12.4 years
1654;12.51 inches;5.02 kg;lakes;6.6;Orange;FALSE;26 years
1655;14.45 inches;16.84 kg;lakes;6.7;White;TRUE;18.6 years
1656;9.8 inches;18.04 kg;ponds;6.4;Calico;TRUE;9.5 years
1657;2.49 inches;5.3 kg;lakes;6.1;Orange;FALSE;19.5 years
1658;3.01 inches;3.31 kg;ponds;7.1;Red_and_White_Bi_Color;FALSE;13.8 years
1659;16.06 inches;9.17 kg;ponds;6.2;Red_and_Silver;TRUE;11.1 years
1660;9.4 inches;8.04 kg;slowmovingwaters;6.3;Black_and_Orange;FALSE;6.2 years
1661;19.56 inches;5.84 kg;slowmovingwaters;6.2;Red_and_Silver;FALSE;14.7 years
1662;1.13 inches;18.36 kg;idlewater;6.7;Calico;FALSE;5 years
1663;5.86 inches;3.5 kg;rivers;7.2;White;FALSE;5.3 years
1664;14.27 inches;12.72 kg;idlewater;6.5;Black_and_Orange;TRUE;26.6 years
1665;3.37 inches;7.7 kg;rivers;7.5;Orange;FALSE;13.4 years
1666;9.43 inches;11.55 kg;idlewater;7.6;Yellow;TRUE;17.1 years
1667;7.31 inches;11.68 kg;rivers;7.1;Reddish_Orange;FALSE;25.9 years
1668;2 inches;10.99 kg;lakes;6.3;Reddish_Orange;TRUE;17.9 years
1669;19.19 inches;5.95 kg;lakes;7.6;Black_and_Orange;FALSE;13 years
1670;15.82 inches;5.93 kg;slowmovingwaters;6.5;Orange;FALSE;14.3 years
1671;3.63 inches;9.87 kg;lakes;6.9;Yellow;TRUE;7.4 years
1672;4.02 inches;15.01 kg;ponds;6.2;Yellow;TRUE;19.8 years
1673;14.99 inches;9.79 kg;idlewater;6.8;White;FALSE;20.1 years
1674;5.12 inches;5.34 kg;ponds;7.6;Red_and_Silver;FALSE;16 years
1675;5.4 inches;15.4 kg;idlewater;6.2;Red_and_White_Bi_Color;TRUE;23.3 years
1676;1.97 inches;4.62 kg;rivers;7.5;Green_and_Chocolate;FALSE;5.1 years
1677;3.2 inches;11.56 kg;rivers;7.6;Black_and_Orange;FALSE;14.6 years
1678;19.64 inches;7.99 kg;rivers;7.7;Reddish_Orange;TRUE;26.5 years
1679;13.02 inches;13.74 kg;rivers;7.3;Red_and_Silver;TRUE;26.2 years
1680;19.91 inches;18.81 kg;lakes;7.7;Reddish_Orange;FALSE;12.8 years
1681;9.19 inches;13.63 kg;rivers;7.9;Orange;TRUE;27.5 years
1682;8.05 inches;4.84 kg;rivers;6.2;White;TRUE;17.1 years
1683;1.33 inches;13.43 kg;rivers;7.2;Red_and_Silver;TRUE;27.2 years
1684;3.81 inches;8.55 kg;ponds;7.5;Red_and_White_Bi_Color;FALSE;27.5 years
1685;3.02 inches;2.12 kg;idlewater;6.7;Green_and_Chocolate;TRUE;2.2 years
1686;17.61 inches;8.55 kg;slowmovingwaters;6.7;Green_and_Chocolate;TRUE;3.9 years
1687;14.61 inches;14.42 kg;rivers;7.7;Red_and_White_Bi_Color;FALSE;13 years
1688;12.27 inches;5.25 kg;slowmovingwaters;7;White;TRUE;2.8 years
1689;6.14 inches;6.21 kg;ponds;7.1;Reddish_Orange;TRUE;8.3 years
1690;2.57 inches;11.96 kg;rivers;6.8;Red_and_White_Bi_Color;TRUE;23.5 years
1691;6.85 inches;18.64 kg;rivers;7.6;Black_and_Orange;FALSE;2.5 years
1692;8.05 inches;2.42 kg;rivers;6.5;Red_and_Silver;TRUE;4.6 years
1693;8.3 inches;9.93 kg;ponds;6;Yellow;TRUE;8.3 years
1694;1.13 inches;18.72 kg;ponds;7.4;Green_and_Chocolate;TRUE;15.2 years
1695;13.24 inches;18.65 kg;rivers;8;Calico;TRUE;24.2 years
1696;12.98 inches;10.63 kg;lakes;6.8;Green_and_Chocolate;FALSE;16.9 years
1697;14.89 inches;18.22 kg;idlewater;6.2;Green_and_Chocolate;FALSE;10.6 years
1698;15.93 inches;5.15 kg;ponds;7.8;White;FALSE;6.8 years
1699;13.72 inches;2.75 kg;rivers;6.3;Green_and_Chocolate;TRUE;25.5 years
1700;15.98 inches;8.65 kg;lakes;8;Orange;FALSE;4 years
1701;15.75 inches;7.95 kg;ponds;7.6;White;0;21.9 years
1702;13.18 inches;8.7 kg;rivers;6.4;Yellow;FALSE;18.1 years
1703;2.02 inches;4.55 kg;idlewater;7.8;Orange;TRUE;27.2 years
1704;12.18 inches;9.72 kg;slowmovingwaters;7.7;Red_and_White_Bi_Color;TRUE;27.7 years
1705;9.15 inches;18.13 kg;slowmovingwaters;6.5;Red_and_White_Bi_Color;FALSE;15.6 years
1706;13.86 inches;15.37 kg;ponds;6.6;Yellow;TRUE;18.1 years
1707;12.25 inches;2.33 kg;rivers;7.9;Red_and_Silver;TRUE;25 years
1708;16.46 inches;16.35 kg;idlewater;6.7;Black_and_Orange;TRUE;13 years
1709;9.63 inches;14.36 kg;lakes;7.9;White;FALSE;19.3 years
1710;14.39 inches;4.82 kg;lakes;7.7;Red_and_White_Bi_Color;TRUE;10.7 years
1711;18.58 inches;10.7 kg;slowmovingwaters;7.7;Red_and_Silver;TRUE;5 years
1712;15.03 inches;5.47 kg;ponds;6.8;Black_and_Orange;TRUE;8.1 years
1713;6.32 inches;11.91 kg;idlewater;6.3;Orange;0;8.9 years
1714;4.68 inches;10.17 kg;idlewater;6.2;Red_and_White_Bi_Color;TRUE;13.6 years
1715;6.65 inches;5.9 kg;rivers;7.7;Orange;FALSE;19.9 years
1716;14.83 inches;14.41 kg;idlewater;7.5;Calico;FALSE;1.6 years
1717;8.28 inches;17.33 kg;ponds;6.9;Green_and_Chocolate;TRUE;13.2 years
1718;6.96 inches;13.05 kg;slowmovingwaters;7;Orange;FALSE;19.5 years
1719;19.62 inches;14.34 kg;rivers;7;Red_and_White_Bi_Color;FALSE;20.8 years
1720;12.75 inches;17.86 kg;rivers;6.6;Green_and_Chocolate;FALSE;8.2 years
1721;3.86 inches;15.1 kg;ponds;7.5;White;TRUE;11.3 years
1722;5.22 inches;9.21 kg;lakes;7.7;Calico;FALSE;24 years
1723;15.18 inches;7.52 kg;rivers;7.3;Black_and_Orange;FALSE;16.6 years
1724;16.1 inches;2.41 kg;lakes;7.6;Red_and_White_Bi_Color;TRUE;24.1 years
1725;19.44 inches;3.14 kg;rivers;6.9;Calico;TRUE;3 years
1726;12.63 inches;4.47 kg;idlewater;7;Red_and_Silver;FALSE;6.3 years
1727;12.78 inches;8.17 kg;slowmovingwaters;7.7;Reddish_Orange;FALSE;18.8 years
1728;9.73 inches;14.84 kg;rivers;7.2;White;TRUE;4.2 years
1729;7.63 inches;11.26 kg;lakes;7.5;Green_and_Chocolate;FALSE;15.4 years
1730;8.28 inches;2.76 kg;rivers;6.9;Red_and_Silver;FALSE;16.1 years
1731;3.74 inches;3.38 kg;slowmovingwaters;7;Calico;FALSE;1.7 years
1732;9.17 inches;13.44 kg;idlewater;7.5;Orange;TRUE;20.8 years
1733;11.07 inches;13.1 kg;rivers;7;Red_and_Silver;FALSE;21.8 years
1734;15.01 inches;18.46 kg;idlewater;7.8;Calico;TRUE;10.2 years
1735;14.52 inches;5.06 kg;idlewater;6.8;Green_and_Chocolate;FALSE;27 years
1736;9.27 inches;15.62 kg;idlewater;6.8;Green_and_Chocolate;TRUE;24.6 years
1737;12.6 inches;5.26 kg;lakes;6.5;Orange;TRUE;6 years
1738;7.03 inches;13.34 kg;rivers;7;Black_and_Orange;FALSE;15.9 years
1739;19.89 inches;4.11 kg;lakes;6.2;Red_and_White_Bi_Color;TRUE;6.9 years
1740;12.33 inches;5.25 kg;idlewater;6.8;Green_and_Chocolate;TRUE;24.7 years
1741;17.18 inches;8.48 kg;slowmovingwaters;7.7;Orange;FALSE;10.3 years
1742;12.54 inches;16.88 kg;lakes;7.2;Red_and_Silver;FALSE;5.8 years
1743;12.74 inches;16.43 kg;rivers;6.8;Orange;FALSE;16.4 years
1744;6.35 inches;7.08 kg;slowmovingwaters;7;Black_and_Orange;TRUE;4.5 years
1745;3.71 inches;16.43 kg;slowmovingwaters;6.5;Calico;TRUE;5.1 years
1746;6.29 inches;2.05 kg;ponds;7.8;Reddish_Orange;TRUE;21.4 years
1747;12.03 inches;13.07 kg;ponds;7.5;Black_and_Orange;FALSE;19.8 years
1748;16.71 inches;11.38 kg;idlewater;7.3;White;FALSE;5.7 years
1749;15.72 inches;17.77 kg;slowmovingwaters;6;Orange;FALSE;10.4 years
1750;18.25 inches;17.52 kg;idlewater;7.3;White;FALSE;12.3 years
1751;5.8 inches;8.59 kg;rivers;7.4;Black_and_Orange;TRUE;10.7 years
1752;9.21 inches;16.17 kg;slowmovingwaters;6.2;Red_and_White_Bi_Color;TRUE;22.9 years
1753;11.1 inches;18.92 kg;idlewater;6.4;Orange;FALSE;23.6 years
1754;9.94 inches;16.68 kg;slowmovingwaters;6.5;Yellow;FALSE;15.7 years
1755;14.97 inches;10.48 kg;rivers;7.2;Calico;FALSE;26.4 years
1756;7.35 inches;4.46 kg;lakes;7.4;Black_and_Orange;FALSE;4.7 years
1757;7.73 inches;15.65 kg;idlewater;6.9;White;FALSE;27.2 years
1758;19.72 inches;4.22 kg;idlewater;6.8;Black_and_Orange;FALSE;8 years
1759;11.72 inches;10.55 kg;rivers;8;Reddish_Orange;TRUE;5 years
1760;12.14 inches;10.11 kg;slowmovingwaters;6.9;Yellow;FALSE;19.4 years
1761;19.14 inches;17 kg;lakes;6.6;Green_and_Chocolate;TRUE;15.9 years
1762;2.9 inches;3.35 kg;ponds;7.5;Green_and_Chocolate;FALSE;20.6 years
1763;18.26 inches;13.96 kg;ponds;7.3;Calico;TRUE;20.5 years
1764;11.05 inches;12.28 kg;idlewater;7.2;Reddish_Orange;FALSE;27.1 years
1765;4.91 inches;12.78 kg;lakes;7.8;Red_and_Silver;TRUE;13 years
1766;7.1 inches;3.22 kg;rivers;6.5;Reddish_Orange;TRUE;17.7 years
1767;4.7 inches;12.46 kg;rivers;7.3;Red_and_White_Bi_Color;TRUE;24.8 years
1768;9.16 inches;14.7 kg;slowmovingwaters;7.6;Reddish_Orange;TRUE;20.9 years
1769;17.46 inches;13.86 kg;ponds;7.4;Red_and_White_Bi_Color;FALSE;14.3 years
1770;11.55 inches;3.96 kg;lakes;7.5;Orange;TRUE;24.7 years
1771;8.8 inches;5.63 kg;rivers;7.9;Green_and_Chocolate;FALSE;2.7 years
1772;15.88 inches;14.81 kg;rivers;7.9;Green_and_Chocolate;TRUE;9.9 years
1773;15.74 inches;17.34 kg;idlewater;7.3;Reddish_Orange;FALSE;15.3 years
1774;15.41 inches;7.69 kg;rivers;6.6;Red_and_Silver;FALSE;8.4 years
1775;13.16 inches;16.25 kg;rivers;8;Orange;TRUE;7.7 years
1776;9.7 inches;15.72 kg;rivers;7.2;Calico;TRUE;18.6 years
1777;9.24 inches;17.6 kg;slowmovingwaters;7.9;Red_and_White_Bi_Color;TRUE;27.4 years
1778;11.86 inches;3.91 kg;slowmovingwaters;6.3;Yellow;TRUE;1.7 years
1779;14.5 inches;9.16 kg;slowmovingwaters;6.2;Green_and_Chocolate;TRUE;6.9 years
1780;8.87 inches;13.5 kg;idlewater;6.2;Calico;TRUE;13.1 years
1781;13.64 inches;3.1 kg;lakes;6.4;Red_and_White_Bi_Color;TRUE;3 years
1782;15.88 inches;14.61 kg;rivers;6.2;Red_and_Silver;TRUE;19.3 years
1783;10.26 inches;12.32 kg;idlewater;7.9;Red_and_White_Bi_Color;TRUE;4.3 years
1784;9.09 inches;10.07 kg;slowmovingwaters;6.8;Red_and_Silver;FALSE;20 years
1785;12.13 inches;16.16 kg;idlewater;7.6;Red_and_Silver;TRUE;26.8 years
1786;17.54 inches;4.81 kg;rivers;7.5;Calico;TRUE;21 years
1787;1.18 inches;5.38 kg;idlewater;6.6;Red_and_White_Bi_Color;TRUE;17.6 years
1788;1.65 inches;4.14 kg;ponds;6.7;Orange;FALSE;27 years
1789;18.91 inches;2.28 kg;rivers;6.2;Green_and_Chocolate;FALSE;2.2 years
1790;15.41 inches;12.02 kg;slowmovingwaters;7.8;Green_and_Chocolate;TRUE;15.8 years
1791;12.93 inches;14.81 kg;idlewater;7.9;Reddish_Orange;FALSE;13 years
1792;17.43 inches;18.6 kg;lakes;6.7;Orange;TRUE;14.8 years
1793;2.95 inches;18.17 kg;slowmovingwaters;7.1;Calico;TRUE;22.7 years
1794;10.35 inches;4.25 kg;ponds;6.8;Black_and_Orange;FALSE;4.9 years
1795;4.21 inches;15.73 kg;ponds;6.6;Green_and_Chocolate;FALSE;25.8 years
1796;10.93 inches;7 kg;rivers;7.3;White;FALSE;7.7 years
1797;12.6 inches;5.87 kg;slowmovingwaters;7.1;Calico;FALSE;7.9 years
1798;10 inches;3.58 kg;rivers;7.3;Orange;FALSE;7.6 years
1799;14.49 inches;13.82 kg;slowmovingwaters;6.8;Reddish_Orange;FALSE;15.1 years
1800;17.02 inches;4.02 kg;rivers;6.2;Reddish_Orange;TRUE;2.3 years
1801;13.12 inches;13.03 kg;lakes;7.5;Red_and_White_Bi_Color;TRUE;18.3 years
1802;15.29 inches;7.91 kg;slowmovingwaters;6.4;Red_and_Silver;FALSE;26.2 years
1803;17.72 inches;12.59 kg;lakes;6.3;Yellow;FALSE;18.9 years
1804;12.22 inches;17.52 kg;rivers;7.3;Black_and_Orange;FALSE;1.3 years
1805;1.48 inches;3.54 kg;idlewater;6.1;Yellow;FALSE;22.2 years
1806;14.92 inches;15.04 kg;rivers;7.1;Calico;FALSE;26.1 years
1807;5.75 inches;4.99 kg;rivers;6.1;Calico;FALSE;22.8 years
1808;2.32 inches;7.55 kg;idlewater;7.6;Yellow;FALSE;14 years
1809;14.74 inches;15.99 kg;slowmovingwaters;7.7;Green_and_Chocolate;FALSE;21.7 years
1810;9.48 inches;5.89 kg;ponds;6.1;Calico;TRUE;27.7 years
1811;8.09 inches;4.31 kg;slowmovingwaters;7;Yellow;FALSE;6.1 years
1812;5.03 inches;13.5 kg;slowmovingwaters;7.8;Green_and_Chocolate;TRUE;17.2 years
1813;5 inches;8.6 kg;ponds;7.6;Calico;FALSE;14.4 years
1814;13.86 inches;4.28 kg;rivers;7.4;Calico;FALSE;22 years
1815;7.56 inches;10.65 kg;idlewater;6.9;Reddish_Orange;FALSE;1.7 years
1816;10.78 inches;3.17 kg;ponds;7.1;Red_and_White_Bi_Color;TRUE;18.2 years
1817;16.01 inches;13.54 kg;idlewater;7;Red_and_Silver;FALSE;22.7 years
1818;10.22 inches;11.66 kg;ponds;7.8;Orange;FALSE;17.7 years
1819;12.71 inches;11.92 kg;lakes;7.9;Green_and_Chocolate;FALSE;1.8 years
1820;8.39 inches;9.13 kg;slowmovingwaters;7.7;Yellow;FALSE;5.4 years
1821;1.61 inches;8.93 kg;slowmovingwaters;7.7;Red_and_Silver;FALSE;5.5 years
1822;1.28 inches;5.02 kg;lakes;7.9;Green_and_Chocolate;FALSE;14.1 years
1823;6.44 inches;17.86 kg;lakes;7.7;Reddish_Orange;TRUE;11.9 years
1824;15.57 inches;6.22 kg;rivers;7.1;Reddish_Orange;TRUE;27.2 years
1825;2.76 inches;8.38 kg;lakes;6.3;Black_and_Orange;TRUE;21.7 years
1826;18.73 inches;4.59 kg;rivers;7.1;Red_and_White_Bi_Color;TRUE;25.9 years
1827;1.71 inches;16.09 kg;slowmovingwaters;7.1;White;TRUE;16.1 years
1828;8.17 inches;8.7 kg;lakes;6.6;Orange;FALSE;1.2 years
1829;18.6 inches;13.74 kg;rivers;6.8;Red_and_Silver;TRUE;3.2 years
1830;3.76 inches;13.49 kg;idlewater;7.6;Green_and_Chocolate;TRUE;5 years
1831;19.82 inches;18.34 kg;slowmovingwaters;7.5;Yellow;TRUE;18.5 years
1832;13.14 inches;9.47 kg;slowmovingwaters;6.4;Orange;FALSE;19.1 years
1833;12.61 inches;14.41 kg;rivers;6.6;White;FALSE;19.6 years
1834;2.49 inches;14.36 kg;lakes;6.9;Calico;FALSE;20.7 years
1835;8.89 inches;9 kg;ponds;7.7;Orange;TRUE;18.9 years
1836;17.46 inches;17.95 kg;ponds;7.8;Reddish_Orange;FALSE;1.5 years
1837;3.29 inches;10.91 kg;lakes;7.6;Orange;FALSE;7.3 years
1838;14.89 inches;10.13 kg;lakes;7;Calico;TRUE;4 years
1839;7.63 inches;6.8 kg;idlewater;6.6;Yellow;FALSE;12.3 years
1840;2.2 inches;4.27 kg;idlewater;6.6;Calico;FALSE;17.6 years
1841;11.8 inches;11.05 kg;ponds;6.6;White;FALSE;22.4 years
1842;7.26 inches;17.96 kg;slowmovingwaters;7.5;Red_and_White_Bi_Color;FALSE;20.9 years
1843;3.05 inches;10.58 kg;ponds;7.1;Yellow;TRUE;1.3 years
1844;12.86 inches;18.55 kg;rivers;7.2;Green_and_Chocolate;FALSE;24.8 years
1845;1.9 inches;8.53 kg;idlewater;6.5;Black_and_Orange;TRUE;15.7 years
1846;5.43 inches;8.1 kg;lakes;6.5;Orange;TRUE;23.9 years
1847;17.28 inches;7.08 kg;lakes;7.5;Calico;TRUE;8.9 years
1848;9.74 inches;12.9 kg;ponds;7.8;Yellow;TRUE;12.8 years
1849;17.08 inches;7.88 kg;idlewater;7.4;Green_and_Chocolate;FALSE;11.4 years
1850;17.47 inches;15.83 kg;slowmovingwaters;6.2;Yellow;TRUE;17.9 years
1851;18.75 inches;13.03 kg;lakes;7.6;Orange;FALSE;13.1 years
1852;18.04 inches;6.18 kg;rivers;6.7;Red_and_Silver;FALSE;11.2 years
1853;18.72 inches;10.13 kg;rivers;6.5;Reddish_Orange;FALSE;21.6 years
1854;13.77 inches;14.49 kg;lakes;6.1;Reddish_Orange;FALSE;3.5 years
1855;5.65 inches;10.14 kg;slowmovingwaters;7.6;Red_and_Silver;FALSE;17.9 years
1856;18.56 inches;11.39 kg;rivers;7.1;Calico;FALSE;23 years
1857;11.18 inches;10.55 kg;ponds;7.7;Green_and_Chocolate;FALSE;17.5 years
1858;10.05 inches;15.47 kg;idlewater;6.7;Red_and_White_Bi_Color;FALSE;13.7 years
1859;4.19 inches;17.18 kg;rivers;7;Red_and_White_Bi_Color;TRUE;14.6 years
1860;9.41 inches;14.24 kg;lakes;7.4;Yellow;FALSE;16.4 years
1861;5.33 inches;11.82 kg;idlewater;6.9;Yellow;TRUE;10.7 years
1862;16 inches;11.19 kg;idlewater;7.3;Green_and_Chocolate;FALSE;12 years
1863;14.39 inches;17.59 kg;rivers;7.3;Red_and_White_Bi_Color;FALSE;1.8 years
1864;19.72 inches;9.48 kg;lakes;6.4;Yellow;TRUE;14.3 years
1865;7.55 inches;10.22 kg;rivers;6.2;Green_and_Chocolate;FALSE;24 years
1866;12.57 inches;7.85 kg;slowmovingwaters;7.5;Black_and_Orange;TRUE;13.4 years
1867;13.96 inches;6.43 kg;slowmovingwaters;7.7;Calico;FALSE;23.5 years
1868;11.15 inches;9.05 kg;idlewater;6.4;White;FALSE;14.9 years
1869;2.56 inches;4.53 kg;idlewater;7.4;Calico;FALSE;21.1 years
1870;15.89 inches;10.29 kg;lakes;7.9;Reddish_Orange;FALSE;13.3 years
1871;17.31 inches;8.7 kg;ponds;7.3;Red_and_Silver;TRUE;4.9 years
1872;1.37 inches;10.49 kg;rivers;7.1;Calico;FALSE;19.4 years
1873;14.84 inches;14.24 kg;idlewater;7.5;Reddish_Orange;TRUE;20.5 years
1874;17.04 inches;3.92 kg;ponds;7.1;Green_and_Chocolate;TRUE;18.2 years
1875;11.71 inches;2.44 kg;slowmovingwaters;7.6;White;FALSE;3.3 years
1876;6.82 inches;17.63 kg;idlewater;7.8;Green_and_Chocolate;FALSE;23.2 years
1877;16.99 inches;2.92 kg;idlewater;7.7;Red_and_Silver;FALSE;3.5 years
1878;10.75 inches;11.77 kg;lakes;7.2;Yellow;FALSE;18.6 years
1879;13.67 inches;9.8 kg;idlewater;6.8;Orange;FALSE;18.5 years
1880;8.45 inches;5.92 kg;slowmovingwaters;7.8;Red_and_White_Bi_Color;FALSE;2.1 years
1881;4.43 inches;15.87 kg;ponds;6;Green_and_Chocolate;FALSE;27.7 years
1882;16.98 inches;11.81 kg;rivers;6.5;Black_and_Orange;TRUE;25.3 years
1883;1.36 inches;9.71 kg;idlewater;7.7;Reddish_Orange;FALSE;10.2 years
1884;4.18 inches;9.16 kg;idlewater;6.9;Reddish_Orange;TRUE;2.2 years
1885;17.99 inches;10.9 kg;slowmovingwaters;6.6;Black_and_Orange;TRUE;18.6 years
1886;14.74 inches;9.9 kg;ponds;6.1;Red_and_Silver;TRUE;25.4 years
1887;14.05 inches;8.33 kg;slowmovingwaters;6.7;Green_and_Chocolate;FALSE;10.8 years
1888;10.77 inches;10.35 kg;ponds;6.5;Reddish_Orange;TRUE;12.7 years
1889;7.07 inches;2.37 kg;slowmovingwaters;7;Green_and_Chocolate;TRUE;24.5 years
1890;5.11 inches;11.61 kg;slowmovingwaters;6.5;Red_and_Silver;TRUE;22.5 years
1891;14.06 inches;16.82 kg;lakes;6.1;Green_and_Chocolate;FALSE;17.3 years
1892;7.32 inches;12.89 kg;ponds;7.3;Red_and_Silver;0;6.2 years
1893;14.16 inches;6.22 kg;ponds;6.3;White;TRUE;1.6 years
1894;16.03 inches;4.25 kg;ponds;6.6;Reddish_Orange;TRUE;23.8 years
1895;17.86 inches;17.71 kg;slowmovingwaters;7.5;Red_and_Silver;TRUE;4.5 years
1896;5.24 inches;13.84 kg;ponds;7.3;Green_and_Chocolate;FALSE;13.8 years
1897;18.22 inches;2.65 kg;rivers;7.8;White;FALSE;7.9 years
1898;19.72 inches;17.92 kg;rivers;7.1;Red_and_Silver;TRUE;11.7 years
1899;18.76 inches;11.59 kg;idlewater;6.2;Orange;TRUE;2.5 years
1900;19.28 inches;5.4 kg;rivers;7;Black_and_Orange;FALSE;18.5 years
1901;9.48 inches;6.62 kg;idlewater;6.9;Reddish_Orange;TRUE;17.3 years
1902;12.49 inches;13.99 kg;rivers;6.1;Red_and_Silver;FALSE;10.8 years
1903;18.42 inches;10.75 kg;lakes;7.3;Reddish_Orange;TRUE;28 years
1904;6.43 inches;16.26 kg;rivers;6.3;Reddish_Orange;FALSE;21 years
1905;12.74 inches;14.21 kg;rivers;6.1;Yellow;TRUE;25.9 years
1906;5.32 inches;15.59 kg;rivers;7.4;Orange;TRUE;14.6 years
1907;4.33 inches;18.13 kg;ponds;7.8;Calico;FALSE;3.4 years
1908;2.77 inches;10.1 kg;idlewater;7.3;White;TRUE;6.4 years
1909;4.28 inches;16.39 kg;idlewater;7.3;Black_and_Orange;TRUE;19.3 years
1910;16.5 inches;2.29 kg;lakes;8;Red_and_Silver;TRUE;7.1 years
1911;10.51 inches;13.89 kg;ponds;7.1;Orange;TRUE;24.2 years
1912;18.28 inches;9.36 kg;idlewater;6.8;Reddish_Orange;TRUE;8 years
1913;14.29 inches;18.82 kg;ponds;6.9;Calico;FALSE;1.5 years
1914;6.15 inches;16.35 kg;ponds;6.1;Red_and_Silver;TRUE;20.8 years
1915;14.84 inches;14.28 kg;idlewater;7.1;Reddish_Orange;TRUE;12.3 years
1916;9.49 inches;11.55 kg;slowmovingwaters;6.6;Red_and_Silver;FALSE;6.8 years
