scientific_name;common_name;meaning;diet;length_m;weight_kg;height_m;locomotion;period;lived_in;behavior_notes;first_discovered;fossil_location;notable_features;intelligence_level;source_link;row_index
Chilantaisaurus;Chilantaisaurus;Ch’i-lan-t’ai lizard;Carnivore;11.0;4000.0;3.0;Bipedal;Late Cretaceous;Asia (China);Large theropod;;;;;;
Chilesaurus;Chilesaurus;Chilean lizard;Herbivore;3.2;150.0;1.2;Bipedal;Late Jurassic;South America (Chile);Bizarre herbivorous theropod;;;;;;
Chingkankousaurus;Chingkankousaurus;Chingkankou lizard;Carnivore;;;;Bipedal;Late Cretaceous;Asia (China);Poorly known theropod from single bone;1958;Shandong Province, China;Possibly tyrannosauroid;;;
Chondrosteosaurus;Chondrosteosaurus;cartilage and bone lizard;Herbivore;15.0;10000.0;5.0;Quadrupedal;Early Cretaceous;Europe (England);Macronarian sauropod;;;;;;
Choyrodon;Choyrodon;Choyr tooth;Herbivore;5.0;1000.0;2.0;Bipedal;Late Cretaceous;Asia (Mongolia);Hadrosauroid with intermediate traits between iguanodontians and hadrosaurs;2018;Baynshire Formation, Mongolia;Cranial anatomy shows transition to true hadrosaurs;Medium;https://en.wikipedia.org/wiki/Choyrodon;493
Chromogisaurus;Chromogisaurus;colored earth lizard;Herbivore;2.0;50.0;0.8;Bipedal;Late Triassic;South America (Argentina);Basal sauropodomorph;;;;;;
Chuandongocoelurus;Chuandongocoelurus;Coelurus from Chuandong;Carnivore;4.0;200.0;1.5;Bipedal;Middle Jurassic;Asia (China);Theropod;;;;;;
Chuanjiesaurus;Chuanjiesaurus;Chuanjie lizard;Herbivore;25.0;20000.0;6.0;Quadrupedal;Middle Jurassic;Asia (China);Macronarian sauropod;;;;;;
Chuanqilong;Chuanqilong;legendary dragon;Herbivore;4.0;400.0;1.8;Quadrupedal;Early Cretaceous;Asia (China);Ankylosaur;;;;;;
Chuxiongosaurus;Chuxiongosaurus;Chuxiong lizard;Carnivore;4.0;200.0;1.5;Bipedal;Early Jurassic;Asia (China);Basal theropod;;;;;;
Cionodon;Cionodon;pillar tooth;Herbivore;;;;Quadrupedal;Late Cretaceous;North America (Colorado, USA);Poorly known hadrosaurid from dental remains;1874;Fossil Ridge, Colorado;Possibly a nomen dubium;Unknown;https://en.wikipedia.org/wiki/Cionodon;499
Claorhynchus;Claorhynchus;broken beak;Herbivore;;;;Quadrupedal;Late Cretaceous;North America (South Dakota, USA);Possibly hadrosaurid or ceratopsian;;;;;;
Claosaurus;Claosaurus;broken lizard;Herbivore;4.0;900.0;2.0;Bipedal;Late Cretaceous;North America (Kansas, USA);Early hadrosaurid;;;;;;
Clasmodosaurus;Clasmodosaurus;fragment tooth lizard;Herbivore;;;;Quadrupedal;Late Cretaceous;South America (Argentina);Fragmentary sauropod genus;;;;;;
Coahuilaceratops;Coahuilaceratops;Coahuila horned face;Herbivore;4.5;2000.0;2.0;Quadrupedal;Late Cretaceous;North America (Mexico);Ceratopsid with extremely large brow horns;2010;Cerro del Pueblo Formation, Coahuila;May have had largest horns of any dinosaur;Medium;https://en.wikipedia.org/wiki/Coahuilaceratops;503
Coelosaurus;Coelosaurus;hollow lizard;Carnivore;2.5;70.0;1.2;Bipedal;Late Cretaceous;North America (New Jersey, USA);Poorly known theropod;;;;;;
Coeluroides;Coeluroides;Coelurosaur-like;Carnivore;2.0;60.0;1.0;Bipedal;Late Cretaceous;Asia (India);Dubious coelurosaurian theropod;1933;Lameta Formation, India;Known from partial vertebrae and limb bones;Unknown;https://en.wikipedia.org/wiki/Coeluroides;505
Colepiocephale;Colepiocephale;knucklehead;Herbivore;1.0;20.0;0.7;Bipedal;Late Cretaceous;North America (Alberta, Canada);Pachycephalosaur with thick, domed skull;2003;Oldman Formation, Alberta;Short frill;;;
Comahuesaurus;Comahuesaurus;Comahue lizard;Herbivore;17.0;15000.0;4.5;Quadrupedal;Early Cretaceous;South America (Argentina);Rebbachisaurid sauropod with distinctive vertebrae;2012;Lohan Cura Formation, Neuquén;Transitional between basal and derived rebbachisaurids;Low;https://en.wikipedia.org/wiki/Comahuesaurus;507
Comanchesaurus;Comanchesaurus;Comanche lizard;Carnivore;;;;Bipedal;Late Triassic;North America (Texas, USA);Poorly known early theropod or herrerasaurid;1921;Texas red beds, USA;Based on fragmentary remains;;;
Compsosuchus;Compsosuchus;elegant crocodile;Carnivore;2.0;50.0;1.0;Bipedal;Late Cretaceous;Asia (India);Small theropod;;;;;;
Condorraptor;Condorraptor;Condor thief;Carnivore;4.5;400.0;1.6;Bipedal;Middle Jurassic;South America (Argentina);Megalosaurid theropod;;;;;;
Coronosaurus;Coronosaurus;crowned lizard;Herbivore;5.0;1800.0;2.0;Quadrupedal;Late Cretaceous;North America (Alberta, Canada);Ceratopsid with unique frill ornamentation;2012;Dinosaur Park Formation, Alberta;Frill with many small hornlets;;;
Craspedodon;Craspedodon;edged tooth;Herbivore;;;;Unknown;Late Cretaceous;Europe (Belgium);Possibly hadrosaur or iguanodont;;;;;;
Craterosaurus;Craterosaurus;bowl lizard;Herbivore;;;;Quadrupedal;Early Cretaceous;Europe (England);Poorly known sauropod from vertebra fragment;1876;Isle of Wight, UK;Taxonomic validity uncertain;;;
Crichtonpelta;Crichtonpelta;Crichton's shield;Herbivore;4.0;500.0;1.5;Quadrupedal;Late Cretaceous;Asia (China);Ankylosaur with fused cranial plates;2015;Jiufotang Formation, Liaoning Province;More complete than Crichtonsaurus;;;
Crichtonsaurus;Crichtonsaurus;Crichton's lizard;Herbivore;3.0;400.0;1.3;Quadrupedal;Late Cretaceous;Asia (China);Poorly preserved ankylosaur named after Michael Crichton;2002;Jiufotang Formation, China;Considered dubious due to fragmentary material;Low;https://en.wikipedia.org/wiki/Crichtonsaurus;515
Cristatusaurus;Cristatusaurus;crested lizard;Carnivore;9.0;2000.0;3.0;Bipedal;Early Cretaceous;Africa (Niger);Spinosaurid theropod;;;;;;
Cruxicheiros;Cruxicheiros;cross hand;Carnivore;9.0;2000.0;3.0;Bipedal;Middle Jurassic;Europe (England);Theropod known from fragmentary forelimbs and pelvis;2010;Forest Marble Formation, Oxfordshire;Taxonomic position uncertain;;;
Cryptosaurus;Cryptosaurus;hidden lizard;Herbivore;;;;Unknown;Late Jurassic;Europe (England);Known only from a femur;;;;;;
Cumnoria;Cumnoria;from Cumnor;Herbivore;4.0;800.0;2.0;Bipedal;Late Jurassic;Europe (England);Iguanodontian with robust limb proportions;1879;Kimmeridge Clay, Oxfordshire;Early representative of styracosternans;Medium;https://en.wikipedia.org/wiki/Cumnoria;519
Daanosaurus;Daanosaurus;Da’an lizard;Herbivore;5.0;900.0;2.5;Quadrupedal;Jurassic;Asia (China);Basal sauropod known from juvenile specimen;2005;Shaximiao Formation, Sichuan Province;Possibly related to mamenchisaurids;Medium;https://en.wikipedia.org/wiki/Daanosaurus;520
Dachongosaurus;Dachongosaurus;Dachong lizard;Herbivore;;;;Quadrupedal;Jurassic;Asia (China);Poorly known sauropod;;;;;;
Daemonosaurus;Daemonosaurus;demon lizard;Carnivore;1.5;10.0;0.5;Bipedal;Late Triassic;North America (New Mexico, USA);Basal theropod with short skull and sharp teeth;2011;Ghost Ranch, New Mexico;Intermediate between early dinos and theropods;High;https://en.wikipedia.org/wiki/Daemonosaurus;522
Dahalokely;Dahalokely;small thief;Carnivore;4.0;250.0;1.5;Bipedal;Middle Cretaceous;Africa (Madagascar);Noasaurid or abelisauroid;;;;;;
Dakotadon;Dakotadon;tooth from Dakota;Herbivore;6.0;1000.0;2.0;Bipedal;Early Cretaceous;North America (South Dakota, USA);Iguanodontid formerly included in Iguanodon;2002;Lakota Formation, South Dakota;Reclassification based on partial skull;Medium;https://en.wikipedia.org/wiki/Dakotadon;524
Dakotaraptor;Dakotaraptor;thief from Dakota;Carnivore;5.5;300.0;2.0;Bipedal;Late Cretaceous;North America (South Dakota, USA);Large dromaeosaurid with quill knobs;2015;Hell Creek Formation, South Dakota;One of largest known raptors;;;
Damalasaurus;Damalasaurus;Damala lizard;Herbivore;;;;Quadrupedal;Jurassic;Asia (China);Poorly known sauropod;;;;;;
Dandakosaurus;Dandakosaurus;Dandakaranya lizard;Carnivore;;;;Bipedal;Jurassic;Asia (India);Theropod based on single vertebra;;;;;;
Darwinsaurus;Darwinsaurus;Darwin's lizard;Herbivore;6.0;1200.0;2.5;Bipedal;Early Cretaceous;Europe (England);Iguanodontian formerly called Iguanodon fittoni;2012;Wadhurst Clay, Sussex;Potentially distinct due to unique jaw features;Medium;https://en.wikipedia.org/wiki/Darwinsaurus;528
Dashanpusaurus;Dashanpusaurus;Dashanpu lizard;Herbivore;15.0;8000.0;4.0;Quadrupedal;Middle Jurassic;Asia (China);Basal macronarian sauropod;2005;Shaximiao Formation, Sichuan Province;Important for understanding early sauropod evolution;Low;https://en.wikipedia.org/wiki/Dashanpusaurus;529
Datanglong;Datanglong;dragon from Datang;Carnivore;8.0;1000.0;2.5;Bipedal;Early Cretaceous;Asia (China);Theropod possibly related to carcharodontosaurs;2014;Yixian Formation, Guangxi Province;Partial skeleton with strong vertebrae;Medium;https://en.wikipedia.org/wiki/Datanglong;530
Daxiatitan;Daxiatitan;Daxia giant;Herbivore;30.0;30000.0;7.0;Quadrupedal;Early Cretaceous;Asia (China);Titanosauriform sauropod;2008;Hekou Group, Gansu Province;One of the longest sauropods from Asia;Low;https://en.wikipedia.org/wiki/Daxiatitan;531
Deinodon;Deinodon;terrible tooth;Carnivore;;;;Bipedal;Late Cretaceous;North America (Montana, USA);Theropod known only from teeth;;;;;;
Delapparentia;Delapparentia;for Delapparent;Herbivore;6.0;1500.0;2.5;Bipedal;Early Cretaceous;Europe (Spain);Iguanodontian;;;;;;
Demandasaurus;Demandasaurus;from Sierra de la Demanda;Herbivore;10.0;6000.0;3.5;Quadrupedal;Early Cretaceous;Europe (Spain);Rebbachisaurid sauropod;;;;;;
Diabloceratops;Diabloceratops;devil horned face;Herbivore;4.5;1800.0;1.8;Quadrupedal;Late Cretaceous;North America (Utah, USA);Ceratopsian with prominent horn-like frill spikes;2010;Wahweap Formation, Utah;Two large frill horns resembling devil horns;Medium;https://en.wikipedia.org/wiki/Diabloceratops;535
Diamantinasaurus;Diamantinasaurus;Diamantina lizard;Herbivore;15.0;12000.0;4.0;Quadrupedal;Cretaceous;Australia (Queensland);Titanosaurian sauropod;;;;;;
Diclonius;Diclonius;double sprout;Herbivore;8.0;2500.0;2.5;Bipedal;Late Cretaceous;North America (Montana, USA);Based on hadrosaurid teeth;;;;;;
Dilong;Dilong;emperor dragon;Carnivore;2.0;25.0;0.7;Bipedal;Early Cretaceous;Asia (China);Basal tyrannosauroid with evidence of protofeathers;2004;Yixian Formation, Liaoning Province;One of the earliest feathered tyrannosaurs;High;https://en.wikipedia.org/wiki/Dilong;538
Diluvicursor;Diluvicursor;flood runner;Herbivore;2.0;20.0;0.8;Bipedal;Early Cretaceous;Australia (Victoria);Basal ornithopod adapted for fast running;2018;Eumeralla Formation, Victoria;Preserved leg shows cursorial adaptation;Medium;https://en.wikipedia.org/wiki/Diluvicursor;539
Dinheirosaurus;Dinheirosaurus;from Dinheiro;Herbivore;25.0;18000.0;5.0;Quadrupedal;Late Jurassic;Europe (Portugal);Diplodocid sauropod with long tail;1999;Lourinhã Formation, Portugal;May be related to Supersaurus;Low;https://en.wikipedia.org/wiki/Dinheirosaurus;540
Dinodocus;Dinodocus;terrible beam;Herbivore;;;;Quadrupedal;Jurassic;Africa (Tanzania);Fragmentary sauropod;;;;;;
Diplotomodon;Diplotomodon;double knife tooth;Carnivore;;;;Bipedal;Cretaceous;North America (New Jersey, USA);Known only from a single tooth;;;;;;
Dolichosuchus;Dolichosuchus;long crocodile;Carnivore;3.5;200.0;1.5;Bipedal;Triassic;Europe (Germany);Early theropod known from leg bones;;;;;;
Dongbeititan;Dongbeititan;Titan from Northeast China;Herbivore;15.0;10000.0;4.5;Quadrupedal;Early Cretaceous;Asia (China);Titanosauriform sauropod with long neck and tail;2010;Yixian Formation, Liaoning Province;One of the earliest sauropods from northeast Asia;Low;https://en.wikipedia.org/wiki/Dongbeititan;544
Dongyangopelta;Dongyangopelta;shield from Dongyang;Herbivore;5.0;1000.0;1.5;Quadrupedal;Early Cretaceous;Asia (China);Nodosaurid ankylosaur with armor plating;2013;Jinhua Formation, Zhejiang Province;First nodosaurid from China;;;
Dongyangosaurus;Dongyangosaurus;lizard from Dongyang;Herbivore;15.0;12000.0;4.0;Quadrupedal;Cretaceous;Asia (China);Titanosauriform sauropod with elongate vertebrae;2008;Jinhua Formation, Zhejiang Province;Closely related to other Asian sauropods;Low;https://en.wikipedia.org/wiki/Dongyangosaurus;546
Draconyx;Draconyx;dragon claw;Herbivore;4.0;500.0;1.5;Bipedal;Late Jurassic;Europe (Portugal);Iguanodontian with strong hindlimbs;2001;Lourinhã Formation, Portugal;One of few known Portuguese ornithopods;Medium;https://en.wikipedia.org/wiki/Draconyx;547
Dracopelta;Dracopelta;dragon shield;Herbivore;3.0;400.0;1.2;Quadrupedal;Late Jurassic;Europe (Portugal);Armored ankylosaurian with limited fossil material;1980;Lourinhã Formation, Portugal;Early armored dinosaur;;;
Dracoraptor;Dracoraptor;dragon thief;Carnivore;2.0;15.0;0.8;Bipedal;Early Jurassic;Europe (Wales, UK);Basal neotheropod;;;;;;
Dracovenator;Dracovenator;dragon hunter;Carnivore;6.5;800.0;2.5;Bipedal;Early Jurassic;Africa (South Africa);Dilophosaurid theropod with partial skull;2006;Elliot Formation, South Africa;Likely close to Dilophosaurus;;;
Drinker;Drinker;for Edward Drinker Cope;Herbivore;1.0;20.0;0.6;Bipedal;Late Jurassic;North America (Wyoming, USA);Hypsilophodontid with long legs and small size;1990;Morrison Formation, Wyoming;Fast, agile herbivore;;;
Dromaeosauroides;Dromaeosauroides;dromaeosaur-like;Carnivore;3.0;200.0;1.2;Bipedal;Early Cretaceous;Europe (Denmark);Known only from two teeth;;;;;;
Drusilasaura;Drusilasaura;Drusila's lizard;Herbivore;20.0;15000.0;5.0;Quadrupedal;Cretaceous;South America (Argentina);Titanosaurian sauropod named after discoverer's wife;2008;Santa Cruz Province, Argentina;Partial skeleton;;;
Dryptosauroides;Dryptosauroides;Dryptosaurus-like;Carnivore;6.0;800.0;2.2;Bipedal;Late Cretaceous;Asia (India);Known from limited limb material;;;;;;
Duriatitan;Duriatitan;Dorset titan;Herbivore;25.0;18000.0;5.0;Quadrupedal;Late Jurassic;Europe (England);Titanosauriform known from partial forelimb;2010;Kimmeridge Clay, Dorset, England;Possibly related to Europasaurus or Brachiosauridae;Low;https://en.wikipedia.org/wiki/Duriatitan;555
Duriavenator;Duriavenator;Dorset hunter;Carnivore;7.5;1000.0;2.8;Bipedal;Middle Jurassic;Europe (England);Megalosaurid theropod based on skull material;2008;Oxford Clay, Dorset, England;Strong jaws;;;
Dynamoterror;Dynamoterror;powerful terror;Carnivore;9.0;2500.0;3.0;Bipedal;Late Cretaceous;North America (New Mexico, USA);Tyrannosaurid with partial skull elements;2018;Menefee Formation, New Mexico;May represent early tyrannosaurid radiation;High;https://en.wikipedia.org/wiki/Dynamoterror;557
Dyoplosaurus;Dyoplosaurus;double-armored lizard;Herbivore;4.0;1200.0;1.4;Quadrupedal;Late Cretaceous;North America (Alberta, Canada);Ankylosaurid with distinct tail club morphology;1924;Dinosaur Park Formation, Alberta;Revalidated genus with differences from Euoplocephalus;Low;https://en.wikipedia.org/wiki/Dyoplosaurus;558
Dysalotosaurus;Dysalotosaurus;uncatchable lizard;Herbivore;5.0;400.0;1.5;Bipedal;Late Jurassic;Africa (Tanzania);Hypsilophodont-like ornithopod;;;;;;
Dysganus;Dysganus;bad jaw;Herbivore;;;;Bipedal (?);Late Cretaceous;North America (Montana, USA);Known only from teeth;;;;;;
Dyslocosaurus;Dyslocosaurus;hard to place lizard;Herbivore;18.0;12000.0;4.5;Quadrupedal;Late Jurassic;North America (Wyoming, USA);Possible diplodocoid;;;;;;
Dystrophaeus;Dystrophaeus;crooked backbone;Herbivore;10.0;3000.0;3.0;Quadrupedal;Jurassic;North America (Utah, USA);Early sauropod;;;;;;
Echinodon;Echinodon;hedgehog tooth;Herbivore;0.6;1.0;0.3;Bipedal;Early Cretaceous;Europe (England);Basal ornithischian with sharp, pointed teeth;1861;Purbeck Beds, Dorset, England;One of the earliest known ornithischians;Medium;https://en.wikipedia.org/wiki/Echinodon;563
Edmontosaurus?;Edmontosaurus;Edmonton lizard;Herbivore;12.0;4000.0;3.5;Bipedal/Quadrupedal;Late Cretaceous;North America (Canada, USA);Hadrosaurid duck-billed dinosaur with fleshy crest;1917;Horseshoe Canyon Formation, Alberta;Among best-known hadrosaurs;;;
Efraasia;Efraasia;after Efraa (Franconia);Herbivore;6.5;800.0;2.5;Bipedal;Triassic;Europe (Germany);Basal sauropodomorph with long neck and light build;1973;Löwenstein Formation, Germany;Named after the museum abbreviation EFRA;Medium;https://en.wikipedia.org/wiki/Efraasia;565
Ekrixinatosaurus;Ekrixinatosaurus;explosion-born lizard;Carnivore;8.0;2000.0;3.0;Bipedal;Cretaceous;South America (Argentina);Abelisaurid theropod;;;;;;
Elaltitan;Elaltitan;giant from El Algarrobo;Herbivore;21.0;15000.0;5.0;Quadrupedal;Cretaceous;South America (Argentina);Titanosaurian sauropod with long limbs;2012;Allen Formation, Argentina;Named from locality El Algarrobo;Low;https://en.wikipedia.org/wiki/Elaltitan;567
Elmisaurus;Elmisaurus;foot of Elmyr;Omnivore;2.0;50.0;1.0;Bipedal;Late Cretaceous;Asia (Mongolia);Oviraptorosaur with fused foot bones;1981;Nemegt Formation, Mongolia;Known for unusual metatarsal fusion;High;https://en.wikipedia.org/wiki/Elmisaurus;568
Elopteryx;Elopteryx;marsh wing;Carnivore;1.5;10.0;0.8;Bipedal;Late Cretaceous;Europe (Romania);Possible maniraptoran;;;;;;
Elrhazosaurus;Elrhazosaurus;Elrhaz lizard;Herbivore;4.0;500.0;1.6;Bipedal;Early Cretaceous;Africa (Niger);Basal iguanodontian formerly referred to Valdosaurus;1999;Elrhaz Formation, Niger;Named after the Elrhaz Formation;Medium;https://en.wikipedia.org/wiki/Elrhazosaurus;570
Enigmosaurus;Enigmosaurus;mysterious lizard;Omnivore;5.0;400.0;2.0;Bipedal;Late Cretaceous;Asia (Mongolia);Therizinosaurid known from pelvic material;1983;Bayan Shireh Formation, Mongolia;Confusing pelvis led to genus name;High;https://en.wikipedia.org/wiki/Enigmosaurus;571
Eoabelisaurus;Eoabelisaurus;dawn abelisaur;Carnivore;6.5;700.0;2.3;Bipedal;Middle Jurassic;South America (Argentina);Early abelisaurid with complete skeleton;2012;Cañadón Asfalto Formation, Patagonia;Oldest known abelisaurid;;;
Eocarcharia;Eocarcharia;dawn shark;Carnivore;8.0;1000.0;2.5;Bipedal;Early Cretaceous;Africa (Niger);Carcharodontosaurid with blade-like teeth;2008;Echiré locality, Elrhaz Formation, Niger;One of earliest carcharodontosaurs;High;https://en.wikipedia.org/wiki/Eocarcharia;573
Eocursor;Eocursor;dawn runner;Herbivore;1.0;10.0;0.5;Bipedal;Late Triassic;Africa (South Africa);Basal ornithischian with long hind limbs;2007;Elliot Formation, South Africa;One of the most primitive ornithischians known;Medium;https://en.wikipedia.org/wiki/Eocursor;574
Eodromaeus;Eodromaeus;dawn runner;Carnivore;1.2;5.0;0.5;Bipedal;Late Triassic;South America (Argentina);Early theropod;;;;;;
Eomamenchisaurus;Eomamenchisaurus;dawn Mamenchisaurus;Herbivore;15.0;9000.0;4.5;Quadrupedal;Middle Jurassic;Asia (China);Early mamenchisaurid sauropod with long neck;2008;Datang Formation, China;Shows transitional features in sauropod evolution;Low;https://en.wikipedia.org/wiki/Eomamenchisaurus;576
Eosinopteryx;Eosinopteryx;dawn Chinese wing;Carnivore;0.3;0.2;0.25;Bipedal;Late Jurassic;Asia (China);Small feathered theropod;;;;;;
Eotrachodon;Eotrachodon;dawn rough tooth;Herbivore;9.0;2500.0;3.2;Bipedal/Quadrupedal;Late Cretaceous;North America (Alabama, USA);Early hadrosaurid with primitive jaw features;2016;Poorhouse Creek, Alabama;Important for early hadrosaurid evolution;Medium;https://en.wikipedia.org/wiki/Eotrachodon;578
Eotriceratops;Eotriceratops;dawn three-horned face;Herbivore;9.0;10000.0;3.5;Quadrupedal;Late Cretaceous;North America (Alberta, Canada);Large ceratopsid closely related to Triceratops;2007;Horseshoe Canyon Formation, Alberta;Possibly the earliest known Triceratopsine;Low;https://en.wikipedia.org/wiki/Eotriceratops;579
Eousdryosaurus;Eousdryosaurus;eastern Dryosaurus;Herbivore;1.6;15.0;1.0;Bipedal;Late Jurassic;Europe (Portugal);Dryosaurid ornithopod with long tail and legs;2014;Lourinhã Formation, Portugal;Eastern relative of Dryosaurus from Europe;Medium;https://en.wikipedia.org/wiki/Eousdryosaurus;580
Epachthosaurus;Epachthosaurus;heavy lizard;Herbivore;17.0;14000.0;4.5;Quadrupedal;Cretaceous;South America (Argentina);Titanosaurian sauropod with robust build;1990;Patagonia, Argentina;Important for understanding titanosaur diversity;Low;https://en.wikipedia.org/wiki/Epachthosaurus;581
Epanterias;Epanterias;reinforcement;Carnivore;12.0;3500.0;4.0;Bipedal;Late Jurassic;North America (Colorado, USA);Dubious genus, possibly large Allosaurus specimen;1878;Morrison Formation, Colorado;Nomen dubium due to limited material;Unknown;https://en.wikipedia.org/wiki/Epanterias;582
